#Source = https://coinmarketcap.com/all/views/all/,Retrieved: 21/10/20,,,,,,,,,,
Rank,Name,Symbol,Market Cap,Markey Cap (cleaned),Price,Circulating Supply,Circulating (cleaned),Volume (24h),% 1h,% 24h,% 7d
1871,Level Up Coin,LUC,"$70,226 ",70226,$0.00 ,"996,923,370 LUC *",996923370,$?,1.85%,3.54%,5.54%
1872,Bela,BELA,"$70,126 ",70126,$0.00 ,"47,934,076 BELA *",47934076,$?,1.78%,4.10%,6.64%
1873,BlueCoin,BLU,"$70,061 ",70061,$0.00 ,"574,683,675 BLU",574683675,$?,1.78%,4.10%,6.64%
1874,InvestFeed,IFT,"$69,996 ",69996,$0.00 ,"191,381,257 IFT *",191381257,$?,1.79%,4.10%,6.64%
1875,Obee Network,OBEE,"$68,677 ",68677,$0.00 ,"45,817,227 OBEE *",45817227,"$515,332 ",-3.15%,-3.65%,-6.85%
1876,ParallelCoin,DUO,"$69,632 ",69632,$0.22 ,"314,719 DUO",314719,$28 ,4.25%,7.07%,4.26%
1877,Bitether,BTR,"$69,168 ",69168,$0.00 ,"56,735,293 BTR *",56735293,$?,1.79%,4.10%,6.64%
1878,Fox Trading,FOXT,"$68,975 ",68975,$0.01 ,"8,663,499 FOXT *",8663499,"$79,877 ",4.68%,8.62%,-12.15%
1879,Eroscoin,ERO,"$68,300 ",68300,$0.00 ,"186,744,000 ERO *",186744000,$566 ,1.79%,4.10%,6.64%
1880,Baz Token,BAZT,"$67,969 ",67969,$0.06 ,"1,089,402 BAZT *",1089402,$8 ,0.02%,-0.08%,86.04%
1881,Celeum,CLX,"$67,511 ",67511,$0.02 ,"4,447,335 CLX *",4447335,$?,2.24%,0.06%,-47.03%
1882,Hurify,HUR,"$66,886 ",66886,$0.00 ,"241,464,943 HUR *",241464943,$?,2.24%,0.06%,-0.98%
1883,Privatix,PRIX,"$66,631 ",66631,$0.06 ,"1,101,900 PRIX *",1101900,"$8,077 ",14.74%,11.28%,-1.32%
1884,Opal,OPAL,"$66,519 ",66519,$0.00 ,"15,156,364 OPAL *",15156364,$0.00 ,1.79%,-8.60%,-6.37%
1885,Agora,VOTE,"$66,540 ",66540,$0.00 ,"37,567,045 VOTE *",37567045,$?,1.63%,-1.77%,35.58%
1886,ProxyNode,PRX,"$66,192 ",66192,$0.00 ,"175,152,713 PRX",175152713,$6 ,1.78%,7.56%,15.35%
1887,Donu,DONU,"$66,148 ",66148,$0.01 ,"5,070,895 DONU",5070895,$55 ,1.79%,-15.62%,20.11%
1888,Bata,BTA,"$65,910 ",65910,$0.01 ,"5,052,601 BTA",5052601,$273 ,1.79%,83.46%,157.13%
1889,SiaCashCoin,SCC,"$66,017 ",66017,$0.00 ,"15,128,602,024 SCC *",15128602024,"$2,124 ",2.24%,-12.16%,-5.10%
1890,S.Finance,SFG,"$65,054 ",65054,$0.77 ,"84,903 SFG *",84903,$6 ,-0.22%,-0.23%,-13.52%
1891,onLEXpa,onLEXpa,"$64,751 ",64751,$0.00 ,"282,612,364 onLEXpa *",282612364,"$70,944 ",11.71%,63.87%,-12.23%
1892,Rupee,RUP,"$64,545 ",64545,$0.00 ,"40,725,500 RUP",40725500,$2 ,1.79%,-8.15%,-18.45%
1893,BitWhite,BTW,"$64,466 ",64466,$0.00 ,"36,325,371 BTW",36325371,"$26,883 ",7.94%,4.20%,9.78%
1894,2GIVE,2GIVE,"$63,953 ",63953,$0.00 ,"524,578,279 2GIVE",524578279,$?,1.79%,4.10%,6.64%
1895,Acoin,ACOIN,"$63,811 ",63811,$0.05 ,"1,220,085 ACOIN",1220085,$?,1.79%,4.10%,6.64%
1896,Omnitude,ECOM,"$69,653 ",69653,$0.00 ,"64,813,301 ECOM *",64813301,"$6,632 ",8.08%,8.07%,10.05%
1897,Xuez,XUEZ,"$63,212 ",63212,$0.02 ,"3,870,585 XUEZ",3870585,"$40,866 ",4.92%,-0.39%,6.60%
1898,SRCOIN,SRCOIN,"$62,921 ",62921,$0.00 ,"5,052,048,084 SRCOIN *",5052048084,$?,1.82%,-44.03%,606.56%
1899,Decentralized Crypto Token,DCTO,"$62,418 ",62418,$0.00 ,"993,067,232 DCTO *",993067232,$?,1.80%,3.97%,6.39%
1900,Digitalcoin,DGC,"$62,122 ",62122,$0.00 ,"36,397,391 DGC",36397391,$0.26 ,1.78%,4.10%,-40.28%
1901,Social Activity Token,SAT,"$61,916 ",61916,$0.00 ,"126,967,463 SAT *",126967463,$?,1.78%,4.10%,6.64%
1902,CryptoAds Marketplace,CRAD,"$61,502 ",61502,$0.00 ,"14,265,943 CRAD *",14265943,"$27,160 ",1.78%,-4.40%,-11.69%
1903,Seal Network,SEAL,"$60,769 ",60769,$0.00 ,"515,110,690 SEAL *",515110690,$?,2.24%,0.06%,-0.98%
1904,MODEL-X-coin,MODX,"$60,235 ",60235,$0.00 ,"12,050,832 MODX *",12050832,$0.47 ,1.78%,-23.79%,-8.91%
1905,Bitgesell,BGL,"$61,276 ",61276,$0.01 ,"5,758,888 BGL *",5758888,"$14,938 ",1.80%,6.59%,2.90%
1906,CryptoSoul,SOUL,"$60,036 ",60036,$0.00 ,"261,728,853 SOUL *",261728853,$441 ,0.11%,2.83%,10.91%
1907,AC3,AC3,"$59,860 ",59860,$0.00 ,"491,008,312 AC3 *",491008312,$?,1.79%,4.10%,6.64%
1908,CDX Network,CDX,"$59,517 ",59517,$0.00 ,"32,546,000 CDX *",32546000,"$1,129 ",1.79%,56.15%,6.64%
1909,ImageCash,IMGC,"$59,998 ",59998,$0.01 ,"4,877,730 IMGC *",4877730,"$131,552 ",1.79%,-13.67%,-16.99%
1910,SHIELD,XSH,"$59,162 ",59162,$0.00 ,"512,973,375 XSH",512973375,$845 ,15.04%,-9.64%,-83.61%
1911,LOCIcoin,LOCI,"$58,799 ",58799,$0.00 ,"41,387,232 LOCI *",41387232,$?,-0.16%,-12.45%,-32.16%
1912,MktCoin,MLM,"$58,983 ",58983,$0.00 ,"1,209,529,900 MLM",1209529900,$66 ,1.78%,4.32%,-14.69%
1913,Fiii,FIII,"$50,243 ",50243,$0.00 ,"482,404,699 FIII",482404699,$475 ,-18.10%,-20.55%,-11.08%
1914,VULCANO,VULC,"$58,872 ",58872,$0.00 ,"241,450,731 VULC",241450731,$?,1.79%,4.10%,113.27%
1915,ACE (TokenStars),ACE,"$58,400 ",58400,$0.00 ,"12,095,419 ACE *",12095419,$934 ,1.10%,2.21%,8.78%
1916,TAGZ5,TAGZ5,"$58,456 ",58456,$0.00 ,"385,097,302 TAGZ5 *",385097302,$?,2.24%,0.02%,-0.90%
1917,UChain,UCN,"$57,978 ",57978,$0.00 ,"305,346,957 UCN *",305346957,"$12,350 ",3.04%,66.96%,65.19%
1918,Bitradio,BRO,"$57,695 ",57695,$0.01 ,"9,241,622 BRO *",9241622,$82 ,1.79%,-17.99%,3.03%
1919,PLAAS FARMERS TOKEN,PLAAS,"$57,568 ",57568,$0.00 ,"15,171,291 PLAAS *",15171291,$528 ,2.24%,11.18%,-23.77%
1920,SalmonSwap,SAL,"$57,145 ",57145,$0.06 ,"1,000,000 SAL *",1000000,$45 ,1.37%,-1.76%,4.62%
1921,PluraCoin,PLURA,"$57,031 ",57031,$0.00 ,"467,803,193 PLURA",467803193,$?,1.78%,4.10%,6.64%
1922,vSlice,VSL,"$56,990 ",56990,$0.00 ,"33,390,496 VSL *",33390496,$?,1.79%,4.10%,-0.47%
1923,Mainstream For The Underground,MFTU,"$57,115 ",57115,$0.00 ,"1,075,139,615 MFTU *",1075139615,$2 ,2.24%,-6.61%,11.15%
1924,Cheesecoin,CHEESE,"$56,772 ",56772,$0.00 ,"408,869,908 CHEESE",408869908,$85 ,1.79%,-10.40%,-13.25%
1925,Ethereum Cash,ECASH,"$56,726 ",56726,$0.00 ,"14,100,000 ECASH *",14100000,$?,1.78%,4.10%,6.64%
1926,Escroco Emerald,ESCE,"$56,568 ",56568,$0.00 ,"900,000,000 ESCE *",900000000,$?,1.80%,3.97%,6.39%
1927,ATBCoin,ATB,"$56,375 ",56375,$0.00 ,"42,038,227 ATB",42038227,"$185,795 ",11.96%,63.58%,17.30%
1928,Arion,ARION,"$56,010 ",56010,$0.00 ,"13,126,405 ARION *",13126405,$21 ,1.78%,1.21%,16.63%
1929,HashNet BitEco,HNB,"$55,805 ",55805,$0.00 ,"29,640,456 HNB *",29640456,"$1,809 ",0.02%,1.71%,-12.11%
1930,Veros,VRS,"$55,458 ",55458,$0.05 ,"1,227,693 VRS *",1227693,"$11,514 ",3.77%,6.76%,-9.17%
1931,Bitcloud,BTDX,"$55,114 ",55114,$0.00 ,"34,774,776 BTDX *",34774776,$3 ,1.79%,-20.40%,-0.98%
1932,PDATA,PDATA,"$54,995 ",54995,$0.00 ,"451,103,121 PDATA *",451103121,$?,1.78%,4.10%,6.64%
1933,TrueVett,VME,"$54,776 ",54776,$0.00 ,"178,048,389 VME *",178048389,$?,1.85%,3.48%,-28.59%
1934,Gossip Coin,GOSS,"$54,719 ",54719,$0.00 ,"32,479,221 GOSS",32479221,$15 ,1.78%,-19.57%,-2.52%
1935,HollyWoodCoin,HWC,"$54,521 ",54521,$0.00 ,"23,537,666 HWC",23537666,$?,1.79%,4.10%,-18.96%
1936,ebakus,EBK,"$27,666 ",27666,$0.00 ,"91,137,865 EBK *",91137865,"$6,000 ",-66.06%,-73.42%,-89.49%
1937,Mchain,MAR,"$53,005 ",53005,$0.00 ,"47,693,675 MAR *",47693675,$181 ,-0.25%,1.28%,-14.15%
1938,Ultragate,ULG,"$54,072 ",54072,$0.01 ,"9,821,117 ULG",9821117,"$42,921 ",-0.41%,-12.94%,-18.38%
1939,Anoncoin,ANC,"$54,028 ",54028,$0.03 ,"2,110,317 ANC",2110317,$?,1.78%,4.10%,-0.47%
1940,Bitcoin Token,BTCT,"$53,339 ",53339,$0.00 ,"11,273,681 BTCT *",11273681,$298 ,3.20%,-0.76%,-18.37%
1941,Commercium,CMM,"$53,117 ",53117,$0.00 ,"44,297,172 CMM",44297172,$28 ,1.78%,2.39%,4.88%
1942,iTicoin,ITI,"$53,060 ",53060,$1.66 ,"32,000 ITI *",32000,$302 ,2.60%,9.52%,-9.77%
1943,Ifoods Chain,IFOOD,"$52,577 ",52577,$0.00 ,"2,499,999,990 IFOOD *",2499999990,$?,0.02%,0.08%,0.04%
1944,Defis,XGM,"$52,137 ",52137,$0.00 ,"134,558,580 XGM *",134558580,$124 ,2.12%,5.92%,0.93%
1945,wave edu coin,WEC,"$52,110 ",52110,$0.00 ,"142,479,441 WEC *",142479441,$15 ,1.78%,4.10%,-46.68%
1946,GuccioneCoin,GCC,"$51,935 ",51935,$0.00 ,"20,285,537 GCC *",20285537,$?,1.79%,-15.92%,72.26%
1947,CommunityGeneration,CGEN,"$51,153 ",51153,$0.00 ,"419,588,244 CGEN",419588244,$0.01 ,1.79%,4.10%,6.64%
1948,Arqma,ARQ,"$51,910 ",51910,$0.01 ,"6,867,904 ARQ *",6867904,"$144,761 ",8.80%,-7.80%,-9.43%
1949,OSA Token,OSA,"$38,970 ",38970,$0.00 ,"1,389,796,615 OSA *",1389796615,"$1,172 ",-13.29%,-0.24%,6.64%
1950,Relex,RLX,"$50,776 ",50776,$0.00 ,"1,884,708,549 RLX *",1884708549,$?,2.24%,0.06%,-56.06%
1951,Herbalist Token,HERB,"$50,652 ",50652,$0.00 ,"9,499,999,999 HERB *",9499999999,$42 ,0.85%,94.81%,130.96%
1952,BlockMesh,BMH,"$50,330 ",50330,$0.00 ,"273,039,971 BMH *",273039971,$809 ,1.78%,2.14%,12.28%
1953,Birdchain,BIRD,"$50,151 ",50151,$0.00 ,"162,416,846 BIRD *",162416846,$32 ,1.81%,0.88%,4.32%
1954,PlayGame,PXG,"$50,072 ",50072,$0.00 ,"999,875,000 PXG *",999875000,$950 ,0.02%,-37.79%,-12.27%
1955,BBSCoin,BBS,"$50,275 ",50275,4.95E-07,"101,578,614,878 BBS *",1.01579E+11,$100 ,4.35%,-57.74%,-46.83%
1956,HyperQuant,HQT,"$50,467 ",50467,$0.00 ,"100,000,000 HQT *",100000000,"$7,786 ",2.24%,-1.42%,-17.17%
1957,Cryptojacks,CJ,"$49,566 ",49566,$0.00 ,"406,568,581 CJ",406568581,$?,1.79%,4.10%,6.64%
1958,MojoCoin,MOJO,"$49,391 ",49391,$0.00 ,"12,276,850 MOJO *",12276850,$?,1.79%,4.10%,17.30%
1959,Asian Dragon,AD,"$48,545 ",48545,$0.00 ,"52,865,797 AD *",52865797,$?,2.24%,0.02%,-3.69%
1960,Yfscience,YFSI,"$54,905 ",54905,$7.81 ,"7,032 YFSI *",7032,"$34,768 ",-9.32%,4.25%,-37.40%
1961,RoBET,ROBET,"$48,059 ",48059,$0.06 ,"798,697 ROBET *",798697,$?,1.64%,1.78%,1.72%
1962,CrowdWiz,WIZ,"$47,306 ",47306,$0.01 ,"4,300,516 WIZ *",4300516,$?,0.00%,0.00%,0.00%
1963,MultiCoinCasino,MCC,"$46,809 ",46809,$0.01 ,"4,807,840 MCC *",4807840,"$13,383 ",-1.88%,-2.19%,-2.23%
1964,ChessCoin,CHESS,"$46,111 ",46111,$0.00 ,"54,032,769 CHESS *",54032769,$?,1.79%,4.10%,6.64%
1965,Business Credit Alliance Chain,BCAC,"$46,979 ",46979,$0.00 ,"454,084,437 BCAC *",454084437,$293 ,-0.60%,3.25%,0.53%
1966,Knekted,KNT,"$46,030 ",46030,$0.00 ,"1,000,000,000 KNT *",1000000000,$4 ,2.19%,0.33%,5.39%
1967,Eternity,ENT,"$45,959 ",45959,$0.01 ,"8,767,026 ENT",8767026,$?,1.79%,4.10%,6.64%
1968,Thingschain,TIC,"$46,034 ",46034,$0.00 ,"11,445,000,000 TIC *",11445000000,"$13,259 ",0.35%,3.99%,-11.05%
1969,PureVidz,VIDZ,"$45,820 ",45820,$0.00 ,"125,279,775 VIDZ *",125279775,$?,1.79%,4.10%,6.64%
1970,FUZE Token,FUZE,"$45,812 ",45812,$58.42 ,784 FUZE *,784,"$8,385 ",-1.03%,-4.72%,11.25%
1971,UNICORN Token,UNI,"$45,727 ",45727,$0.00 ,"106,912,509 UNI *",106912509,$27 ,1.81%,4.15%,30.56%
1972,EtherInc,ETI,"$45,232 ",45232,$0.00 ,"318,472,252 ETI",318472252,$?,1.78%,4.10%,6.64%
1973,Elementeum,ELET,"$44,776 ",44776,$0.01 ,"5,223,113 ELET *",5223113,$240 ,0.04%,1.17%,-20.10%
1974,More Coin,MORE,"$44,864 ",44864,$0.02 ,"2,000,000 MORE *",2000000,$897 ,1.79%,1.34%,16.79%
1975,Bitcoin Adult,BTAD,"$44,634 ",44634,$0.00 ,"45,764,156 BTAD *",45764156,$0.59 ,-9.52%,-8.37%,-5.22%
1976,Blocklancer,LNC,"$43,940 ",43940,$0.00 ,"120,140,384 LNC *",120140384,$0.22 ,1.79%,4.10%,6.64%
1977,Regalcoin,REC,"$43,690 ",43690,$0.00 ,"12,799,009 REC",12799009,$?,1.78%,4.10%,6.64%
1978,Octoin Coin,OCC,"$43,517 ",43517,$0.08 ,"555,137 OCC *",555137,$?,1.78%,4.10%,6.64%
1979,SkinCoin,SKIN,"$42,831 ",42831,$0.00 ,"88,183,483 SKIN *",88183483,"$3,802 ",1.45%,-1.48%,-1.74%
1980,DraftCoin,DFT,"$42,503 ",42503,$0.00 ,"8,715,912 DFT *",8715912,$?,1.79%,4.10%,4.04%
1981,Storiqa,STQ,"$41,440 ",41440,$0.00 ,"10,920,877,605 STQ *",10920877605,$15 ,2.24%,0.06%,-0.98%
1982,SelfSell,SSC,"$41,436 ",41436,$0.00 ,"390,000,000 SSC *",390000000,$30 ,2.24%,-17.59%,-7.58%
1983,Bitsum.money,BSM,"$41,214 ",41214,$0.00 ,"1,668,487,942 BSM",1668487942,$12 ,4.35%,-63.25%,45.31%
1984,Aigang,AIX,"$40,667 ",40667,$0.00 ,"29,274,567 AIX *",29274567,$?,-0.16%,-12.45%,-30.74%
1985,Rubies,RBIES,"$40,632 ",40632,$0.00 ,"10,415,252 RBIES *",10415252,$?,1.79%,4.10%,6.64%
1986,JSECOIN,JSE,"$40,421 ",40421,$0.00 ,"443,479,880 JSE *",443479880,$?,2.24%,0.06%,-0.98%
1987,Blockburn,BURN,"$40,105 ",40105,$0.00 ,"1,176,104,524 BURN *",1176104524,"$18,780 ",2.23%,-0.14%,-0.85%
1988,ETHplode,ETHPLO,"$40,034 ",40034,$0.00 ,"43,629,841 ETHPLO *",43629841,$17 ,3.51%,-1.25%,-1.88%
1989,Global Currency Reserve,GCR,"$39,138 ",39138,$0.00 ,"107,010,085 GCR *",107010085,$?,1.79%,4.10%,6.64%
1990,EtherSportz,ESZ,"$39,007 ",39007,$0.02 ,"2,569,863 ESZ *",2569863,$?,2.24%,0.06%,-20.78%
1991,Iridium,IRD,"$38,673 ",38673,$0.00 ,"20,256,627 IRD",20256627,$109 ,-8.55%,-0.22%,-25.90%
1992,Paymon,PMNT,"$38,557 ",38557,$0.00 ,"611,226,584 PMNT *",611226584,$?,1.80%,3.96%,1369.67%
1993,Evil Coin,EVIL,"$38,440 ",38440,$0.00 ,"21,020,383 EVIL",21020383,$?,1.79%,4.10%,6.64%
1994,KAASO,KAASO,"$37,484 ",37484,$0.00 ,"117,599,999 KAASO *",117599999,$946 ,-13.25%,95.39%,-30.09%
1995,Cream,CRM,"$37,271 ",37271,$0.00 ,"45,108,749 CRM",45108749,$26 ,1.77%,-15.00%,-12.09%
1996,GCN Coin,GCN,"$36,692 ",36692,2.13E-07,"172,076,810,000 GCN",1.72077E+11,$2 ,0.83%,1.30%,-31.96%
1997,BTC Lite,BTCL,"$36,476 ",36476,$0.00 ,"18,700,000 BTCL *",18700000,$132 ,1.78%,4.10%,55.11%
1998,Photon,PHO,"$36,007 ",36007,9.88E-07,"36,441,868,195 PHO",36441868195,$3 ,4.35%,9.16%,-21.26%
1999,RPICoin,RPI,"$35,785 ",35785,$0.00 ,"978,430,540 RPI",978430540,$2 ,1.78%,56.15%,59.95%
2000,Kind Ads Token,KIND,"$35,692 ",35692,$0.00 ,"42,246,693 KIND *",42246693,$1 ,1.78%,3.50%,57.75%
2001,Niobio Cash,NBR,"$34,245 ",34245,$0.00 ,"140,803,743 NBR",140803743,$131 ,1.81%,3.83%,-6.94%
2002,Iungo,ING,"$34,136 ",34136,$0.00 ,"40,000,000 ING *",40000000,$?,1.79%,4.03%,6.64%
2003,ZeusNetwork,ZEUS,"$34,136 ",34136,4.88E-07,"70,000,000,000 ZEUS *",70000000000,$0.87 ,1.67%,4.03%,42.27%
2004,Joint Ventures,JOINT,"$33,937 ",33937,$0.00 ,"22,248,085 JOINT *",22248085,"$2,511 ",2.24%,4.71%,167.37%
2005,Graft,GRFT,"$33,891 ",33891,$0.00 ,"591,481,833 GRFT",591481833,$8 ,1.79%,-40.62%,-49.88%
2006,ChartEx,CHART,"$33,860 ",33860,$0.03 ,"1,250,000 CHART *",1250000,$?,1.80%,-0.13%,-1.35%
2007,Connect Coin,XCON,"$33,755 ",33755,$0.00 ,"38,996,796 XCON *",38996796,$116 ,1.67%,1.18%,3.78%
2008,Newton Coin Project,NCP,"$33,647 ",33647,$0.00 ,"104,781,546 NCP",104781546,$7 ,4.29%,12.73%,40.56%
2009,TOKYO,TOKC,"$33,245 ",33245,$0.00 ,"272,697,251 TOKC *",272697251,$?,1.79%,4.03%,6.64%
2010,NevaCoin,NEVA,"$33,230 ",33230,$0.01 ,"5,415,320 NEVA",5415320,$?,1.79%,4.79%,133.36%
2011,EUNO,EUNO,"$33,043 ",33043,$0.00 ,"38,696,634 EUNO",38696634,"$5,667 ",42.49%,20.12%,-97.06%
2012,Linfinity,LFC,"$32,854 ",32854,$0.00 ,"905,666,529 LFC *",905666529,"$5,911 ",3.87%,2.32%,11.50%
2013,Moin,MOIN,"$32,586 ",32586,$0.00 ,"9,546,075 MOIN *",9546075,$99 ,1.79%,21.45%,29.90%
2014,SuperCoin,SUPER,"$32,215 ",32215,$0.00 ,"52,849,777 SUPER",52849777,$2 ,1.67%,-71.10%,-70.38%
2015,Zurcoin,ZUR,"$32,058 ",32058,$0.00 ,"87,653,034 ZUR",87653034,$?,1.79%,4.10%,6.70%
2016,Narrative,NRVE,"$31,669 ",31669,$0.00 ,"82,428,004 NRVE *",82428004,$?,2.05%,-0.67%,-0.73%
2017,BitRewards,BIT,"$31,225 ",31225,$0.00 ,"342,725,114 BIT *",342725114,$7 ,2.24%,-5.75%,-86.10%
2018,Italian Lira,ITL,"$30,478 ",30478,$0.00 ,"24,999,999,998 ITL *",24999999998,$0.02 ,1.67%,-47.99%,6.70%
2019,Adzcoin,ADZ,"$30,373 ",30373,$0.00 ,"49,827,043 ADZ",49827043,$?,1.79%,4.10%,6.70%
2020,Decentralized Asset Trading Platform,DATP,"$30,184 ",30184,$0.00 ,"11,820,620,222 DATP *",11820620222,$3 ,1.60%,-21.36%,-8.98%
2021,SYB Coin,SYBC,"$30,241 ",30241,$0.00 ,"10,002,292 SYBC *",10002292,$57 ,1.67%,-13.43%,-22.62%
2022,EveriToken,EVT,"$30,190 ",30190,$0.00 ,"22,614,716 EVT *",22614716,$?,1.30%,-42.22%,-3.47%
2023,Ratecoin,XRA,"$29,856 ",29856,$0.00 ,"122,449,162 XRA *",122449162,$?,1.79%,4.10%,6.70%
2024,EDRCoin,EDRC,"$29,660 ",29660,$0.01 ,"2,931,224 EDRC *",2931224,$?,1.79%,4.10%,-28.04%
2025,Payfair,PFR,"$29,264 ",29264,$0.00 ,"39,347,537 PFR *",39347537,"$1,467 ",-3.19%,-4.37%,-9.73%
2026,Impleum,IMPL,"$29,231 ",29231,$0.00 ,"8,268,025 IMPL",8268025,$?,1.67%,4.03%,-3.30%
2027,Grimm,GRIMM,"$29,084 ",29084,$0.00 ,"60,501,300 GRIMM *",60501300,$12 ,1.06%,-16.79%,-16.68%
2028,Exosis,EXO,"$28,571 ",28571,$0.06 ,"462,367 EXO",462367,$804 ,1.68%,0.94%,5.75%
2029,IFX24,IFX24,"$28,459 ",28459,$0.01 ,"3,000,000 IFX24 *",3000000,$?,1.93%,1.85%,-11.67%
2030,Coinchase Token,CCH,"$28,145 ",28145,$0.00 ,"1,594,527,406 CCH *",1594527406,"$50,662 ",0.00%,0.54%,1.02%
2031,SHPING,SHPING,"$28,030 ",28030,$0.00 ,"1,477,400,428 SHPING *",1477400428,$7 ,2.15%,0.02%,-0.90%
2032,BitNautic Token,BTNT,"$27,911 ",27911,$0.00 ,"19,078,647 BTNT *",19078647,"$184,992 ",1.67%,4.03%,42.27%
2033,XGOX,XGOX,"$27,853 ",27853,$0.00 ,"2,379,530,425 XGOX",2379530425,$15 ,0.04%,-2.84%,-6.34%
2034,ebakus,EBK,"$27,666 ",27666,$0.00 ,"91,137,865 EBK *",91137865,"$6,000 ",-66.09%,-74.92%,-89.49%
2035,Phantomx,PNX,"$27,521 ",27521,$0.00 ,"48,495,525 PNX",48495525,$?,4.07%,2.80%,-0.50%
2036,DOWCOIN,DOW,"$27,508 ",27508,$0.00 ,"11,845,266 DOW *",11845266,$?,2.24%,0.02%,-0.90%
2037,KWHCoin,KWH,"$27,434 ",27434,$0.00 ,"1,807,438,681 KWH *",1807438681,"$175,269 ",2.24%,0.02%,-0.90%
2038,wys Token,WYS,"$27,183 ",27183,$0.00 ,"102,339,600 WYS *",102339600,$?,2.24%,0.02%,-0.90%
2039,ConnectJob,CJT,"$26,843 ",26843,$0.00 ,"112,839,768 CJT *",112839768,$?,1.89%,3.07%,4.84%
2040,ETHPlus,ETHP,"$27,194 ",27194,$0.02 ,"1,308,522 ETHP *",1308522,"$278,932 ",-5.30%,-8.04%,-41.94%
2041,Castle,CSTL,"$26,375 ",26375,$0.00 ,"19,667,790 CSTL",19667790,$0.62 ,1.79%,-4.64%,6.70%
2042,Neural Protocol,NRP,"$26,310 ",26310,$0.00 ,"9,497,994,014 NRP *",9497994014,$24 ,2.15%,73.55%,-0.90%
2043,BERNcash,BERN,"$26,053 ",26053,$0.00 ,"71,234,301 BERN",71234301,$?,1.79%,4.10%,59.95%
2044,Asura Coin,ASA,"$25,988 ",25988,$0.00 ,"220,932,400 ASA *",220932400,$13 ,2.15%,0.02%,-0.90%
2045,No BS Crypto,NOBS,"$25,786 ",25786,$0.00 ,"966,181,790 NOBS *",966181790,"$20,005 ",0.05%,-11.16%,8.00%
2046,Elementrem,ELE,"$25,558 ",25558,$0.00 ,"26,205,539 ELE",26205539,$?,1.79%,4.10%,6.64%
2047,BitRent,RNTB,"$25,552 ",25552,$0.00 ,"841,738,500 RNTB *",841738500,$?,2.24%,0.02%,-0.98%
2048,Arepacoin,AREPA,"$25,061 ",25061,$0.00 ,"17,021,078 AREPA",17021078,$20 ,1.62%,0.84%,5.63%
2049,WOLLO,WLO,"$25,040 ",25040,$0.00 ,"43,057,496 WLO *",43057496,$?,0.63%,-3.18%,98.94%
2050,PRiVCY,PRIV,"$24,905 ",24905,$0.00 ,"16,508,939 PRIV *",16508939,$4 ,-9.64%,-10.96%,1.57%
2051,PYRO Network,PYRO,"$24,739 ",24739,$0.00 ,"814,966,114 PYRO *",814966114,$0.30 ,2.15%,0.02%,-96.26%
2052,Inex Project,INEX,"$24,690 ",24690,$0.00 ,"6,506,816,069 INEX *",6506816069,$15 ,2.15%,0.02%,-0.90%
2053,XDNA,XDNA,"$24,571 ",24571,$0.00 ,"7,642,539 XDNA",7642539,$121 ,1.78%,1.04%,4.22%
2054,Titcoin,TIT,"$24,431 ",24431,$0.00 ,"66,798,790 TIT",66798790,$?,1.79%,4.10%,6.70%
2055,Theresa May Coin,MAY,"$24,387 ",24387,$0.00 ,"100,018,000 MAY",100018000,$?,1.79%,4.10%,6.70%
2056,GoPower,GPT,"$24,349 ",24349,$0.00 ,"81,227,046 GPT *",81227046,$11 ,2.15%,0.02%,1.67%
2057,BitStation,BSTN,"$24,276 ",24276,$0.00 ,"4,704,185,603 BSTN *",4704185603,$?,2.24%,0.02%,380.97%
2058,ELTCOIN,ELTCOIN,"$24,247 ",24247,$0.00 ,"90,000,000 ELTCOIN *",90000000,"$1,626 ",2.24%,-5.27%,8.16%
2059,EUNOMIA,ENTS,"$24,119 ",24119,$0.00 ,"16,420,688,682 ENTS *",16420688682,$?,2.02%,25.34%,28.56%
2060,Ethouse,HORSE,"$23,905 ",23905,$0.00 ,"70,632,222 HORSE *",70632222,$?,2.00%,2.15%,3.00%
2061,StarterCoin,STAC,"$23,755 ",23755,$0.00 ,"342,007,189 STAC *",342007189,$12 ,0.91%,-10.63%,-24.74%
2062,Cyber Movie Chain,CMCT,"$23,526 ",23526,$0.00 ,"20,000,000,000 CMCT *",20000000000,$?,2.15%,0.02%,-0.90%
2063,Micromines,MICRO,"$23,261 ",23261,$0.00 ,"17,999,261,364 MICRO *",17999261364,$732 ,2.19%,9.86%,-0.79%
2064,ANON,ANON,"$23,145 ",23145,$0.00 ,"7,593,802 ANON *",7593802,$8 ,1.79%,0.03%,-11.08%
2065,BitCoen,BEN,"$23,042 ",23042,$0.00 ,"7,000,000 BEN *",7000000,$157 ,1.79%,-71.34%,-72.56%
2066,KIMCHI.finance,KIMCHI,"$22,999 ",22999,$0.00 ,"8,402,699 KIMCHI *",8402699,"$83,148 ",45.74%,69.28%,110.51%
2067,Abitshadow Token,ABST,"$22,885 ",22885,$0.00 ,"287,557,931 ABST *",287557931,$?,1.87%,180.42%,21.11%
2068,GoldBlocks,GB,"$22,769 ",22769,$0.00 ,"15,563,873 GB",15563873,$?,1.79%,4.10%,6.70%
2069,SteepCoin,STEEP,"$22,128 ",22128,$0.00 ,"181,505,253 STEEP",181505253,$0.00 ,1.67%,4.03%,6.70%
